-6	0.001218272
-5.97625	0.001258234
-5.9525	0.001299157
-5.92875	0.001341063
-5.905	0.001383977
-5.88125	0.001427921
-5.8575	0.001472923
-5.83375	0.001519005
-5.81	0.001566195
-5.78625	0.00161452
-5.7625	0.001664006
-5.73875	0.001714681
-5.715	0.001766574
-5.69125	0.001819714
-5.6675	0.001874132
-5.64375	0.001929857
-5.62	0.001986922
-5.59625	0.002045358
-5.5725	0.002105199
-5.54875	0.002166478
-5.525	0.002229229
-5.50125	0.002293489
-5.4775	0.002359294
-5.45375	0.00242668
-5.43	0.002495685
-5.40625	0.002566349
-5.3825	0.002638712
-5.35875	0.002712813
-5.335	0.002788696
-5.31125	0.002866402
-5.2875	0.002945976
-5.26375	0.003027462
-5.24	0.003110907
-5.21625	0.003196358
-5.1925	0.003283862
-5.16875	0.003373469
-5.145	0.00346523
-5.12125	0.003559196
-5.0975	0.003655421
-5.07375	0.003753958
-5.05	0.003854864
-5.02625	0.003958195
-5.0025	0.004064009
-4.97875	0.004172367
-4.955	0.004283329
-4.93125	0.004396958
-4.9075	0.004513317
-4.88375	0.004632474
-4.86	0.004754494
-4.83625	0.004879447
-4.8125	0.005007403
-4.78875	0.005138434
-4.765	0.005272615
-4.74125	0.00541002
-4.7175	0.005550728
-4.69375	0.005694817
-4.67	0.00584237
-4.64625	0.005993469
-4.6225	0.0061482
-4.59875	0.006306649
-4.575	0.006468907
-4.55125	0.006635064
-4.5275	0.006805215
-4.50375	0.006979454
-4.48	0.007157882
-4.45625	0.007340598
-4.4325	0.007527706
-4.40875	0.007719311
-4.385	0.007915521
-4.36125	0.008116447
-4.3375	0.008322202
-4.31375	0.008532903
-4.29	0.008748667
-4.26625	0.008969617
-4.2425	0.009195878
-4.21875	0.009427576
-4.195	0.009664843
-4.17125	0.009907812
-4.1475	0.010156622
-4.12375	0.010411411
-4.1	0.010672324
-4.07625	0.010939508
-4.0525	0.011213113
-4.02875	0.011493294
-4.005	0.011780209
-3.98125	0.01207402
-3.9575	0.012374893
-3.93375	0.012682996
-3.91	0.012998505
-3.88625	0.013321597
-3.8625	0.013652454
-3.83875	0.013991263
-3.815	0.014338215
-3.79125	0.014693506
-3.7675	0.015057336
-3.74375	0.01542991
-3.72	0.015811439
-3.69625	0.016202137
-3.6725	0.016602226
-3.64875	0.017011931
-3.625	0.017431483
-3.60125	0.017861118
-3.5775	0.018301079
-3.55375	0.018751615
-3.53	0.019212978
-3.50625	0.01968543
-3.4825	0.020169237
-3.45875	0.020664673
-3.435	0.021172016
-3.41125	0.021691552
-3.3875	0.022223575
-3.36375	0.022768385
-3.34	0.023326288
-3.31625	0.023897601
-3.2925	0.024482645
-3.26875	0.02508175
-3.245	0.025695254
-3.22125	0.026323503
-3.1975	0.026966851
-3.17375	0.027625662
-3.15	0.028300307
-3.12625	0.028991167
-3.1025	0.029698632
-3.07875	0.0304231
-3.055	0.031164979
-3.03125	0.031924689
